Table,Column,Peril,Country,Model
eqrocy,FIREUNC,eq,ro,0
eqrocy,GDMID,eq,ro,0
eqrocy,GEOID,eq,ro,0
eqrocy,GWD,eq,ro,0
eqrocy,LAND,eq,ro,0
eqrocy,LANDCV,eq,ro,0
eqrocy,LANDUNC,eq,ro,0
eqrocy,LIQ,eq,ro,0
eqrocy,LIQCV,eq,ro,0
eqrocy,LIQUNC,eq,ro,0
eqrocy,N160CS,eq,ro,0
eqrocy,NDVI,eq,ro,0
eqrocy,PHI,eq,ro,0
eqrocy,PRECIP,eq,ro,0
eqrocy,ROUGH,eq,ro,0
eqrocy,SLOPE,eq,ro,0
eqrocy,SOIL,eq,ro,0
eqrocy,SOILPERIOD,eq,ro,0
eqrocy,SOILPEROIDUNC,eq,ro,0
eqrocy,SOILTHICKNESS,eq,ro,0
eqrocy,SOILUNC,eq,ro,0
eqrocy,SOILVS,eq,ro,0
eqrocy,STATECODE,eq,ro,0
eqrocy,T15,eq,ro,0
eqrocy,TOPO,eq,ro,0
eqrocy,WFF,eq,ro,0
eqrolc,BASINID,eq,ro,0
eqrolc,COHES,eq,ro,0
eqrolc,CRITD,eq,ro,0
eqrolc,CTI,eq,ro,0
eqrolc,DC,eq,ro,0
eqrolc,DI,eq,ro,0
eqrolc,DISTRIV,eq,ro,0
eqrolc,ELEV,eq,ro,0
eqrolc,EQBI,eq,ro,0
eqrolc,FIRE,eq,ro,0
eqrolc,FIRE1,eq,ro,0
eqrolc,FIRE2,eq,ro,0
eqrolc,FIRE3,eq,ro,0
eqrolc,FIRE4,eq,ro,0
eqrolc,FIRE5,eq,ro,0
eqrolc,FIRE6,eq,ro,0
eqrolc,FIRE7,eq,ro,0
eqrolc,FIRE8,eq,ro,0
eqrolc,FIREUNC,eq,ro,0
eqrolc,GDMID,eq,ro,0
eqrolc,GEOID,eq,ro,0
eqrolc,GWD,eq,ro,0
eqrolc,LAND,eq,ro,0
eqrolc,LANDCV,eq,ro,0
eqrolc,LANDUNC,eq,ro,0
eqrolc,LIQ,eq,ro,0
eqrolc,LIQCV,eq,ro,0
eqrolc,LIQUNC,eq,ro,0
eqrolc,N160CS,eq,ro,0
eqrolc,NDVI,eq,ro,0
eqrolc,PHI,eq,ro,0
eqrolc,PRECIP,eq,ro,0
eqrolc,ROUGH,eq,ro,0
eqrolc,SLOPE,eq,ro,0
eqrolc,SOIL,eq,ro,0
eqrolc,SOILPERIOD,eq,ro,0
eqrolc,SOILPEROIDUNC,eq,ro,0
eqrolc,SOILTHICKNESS,eq,ro,0
eqrolc,SOILUNC,eq,ro,0
eqrolc,SOILVS,eq,ro,0
eqrolc,STATECODE,eq,ro,0
eqrolc,T15,eq,ro,0
eqrolc,TOPO,eq,ro,0
eqrolc,WFF,eq,ro,0
eqrost,BASINID,eq,ro,0
eqrost,COHES,eq,ro,0
eqrost,CRITD,eq,ro,0
eqrost,CTI,eq,ro,0
eqrost,DC,eq,ro,0
eqrost,DI,eq,ro,0
eqrost,DISTRIV,eq,ro,0
eqrost,ELEV,eq,ro,0
eqrost,EQBI,eq,ro,0
eqrost,FIRE,eq,ro,0
eqrost,FIRE1,eq,ro,0
eqrost,FIRE2,eq,ro,0
eqrost,FIRE3,eq,ro,0
eqrost,FIRE4,eq,ro,0
eqrost,FIRE5,eq,ro,0
eqrost,FIRE6,eq,ro,0
eqrost,FIRE7,eq,ro,0
eqrost,FIRE8,eq,ro,0
eqrost,FIREUNC,eq,ro,0
eqrost,GDMID,eq,ro,0
eqrost,GEOID,eq,ro,0
eqrost,GWD,eq,ro,0
eqrost,LAND,eq,ro,0
eqrost,LANDCV,eq,ro,0
eqrost,LANDUNC,eq,ro,0
eqrost,LIQ,eq,ro,0
eqrost,LIQCV,eq,ro,0
eqrost,LIQUNC,eq,ro,0
eqrost,N160CS,eq,ro,0
eqrost,NDVI,eq,ro,0
eqrost,PHI,eq,ro,0
eqrost,PRECIP,eq,ro,0
eqrost,ROUGH,eq,ro,0
eqrost,SLOPE,eq,ro,0
eqrost,SOIL,eq,ro,0
eqrost,SOILPERIOD,eq,ro,0
eqrost,SOILPEROIDUNC,eq,ro,0
eqrost,SOILTHICKNESS,eq,ro,0
eqrost,SOILUNC,eq,ro,0
eqrost,SOILVS,eq,ro,0
eqrost,T15,eq,ro,0
eqrost,TOPO,eq,ro,0
eqrost,WFF,eq,ro,0
eqrovrg_geoid,STATECODE,eq,ro,0
eqrovrg_geoid,VRGHAZARD,eq,ro,0
eqrovrgliq,CRITD,eq,ro,0
eqrovrgliq,DC,eq,ro,0
eqrovrgliq,DI,eq,ro,0
eqrovrgliq,DISTRIV,eq,ro,0
eqrovrgliq,GEOID,eq,ro,0
eqrovrgliq,HAZ,eq,ro,0
eqrovrgliq,HAZUNC,eq,ro,0
eqrovrgliq,LIQCV,eq,ro,0
eqrovrgliq,N160CS,eq,ro,0
eqrovrgliq,T15,eq,ro,0
eqrovrgliq,WFF,eq,ro,0
eqrovrgsoil,GEOID,eq,ro,0
eqrovrgsoil,HAZ,eq,ro,0
eqrovrgsoil,HAZUNC,eq,ro,0
eqrovrgsoilperiod,BASINID,eq,ro,0
eqrovrgsoilperiod,GEOID,eq,ro,0
eqrovrgsoilperiod,SOILPERIOD,eq,ro,0
eqrovrgsoilperiod,SOILPEROIDUNC,eq,ro,0
eqrovrgsoilperiod,SOILTHICKNESS,eq,ro,0
eqrovrgsoilperiod,SOILVS,eq,ro,0
eqsgcr,BASINID,eq,sg,0
eqsgcr,COHES,eq,sg,0
eqsgcr,CRITD,eq,sg,0
eqsgcr,CTI,eq,sg,0
eqsgcr,DC,eq,sg,0
eqsgcr,DI,eq,sg,0
eqsgcr,DISTRIV,eq,sg,0
eqsgcr,ELEV,eq,sg,0
eqsgcr,EQBI,eq,sg,0
eqsgcr,FIRE,eq,sg,0
eqsgcr,FIRE1,eq,sg,0
eqsgcr,FIRE2,eq,sg,0
eqsgcr,FIRE3,eq,sg,0
eqsgcr,FIRE4,eq,sg,0
eqsgcr,FIRE5,eq,sg,0
eqsgcr,FIRE6,eq,sg,0
eqsgcr,FIRE7,eq,sg,0
eqsgcr,FIRE8,eq,sg,0
eqsgcr,FIREUNC,eq,sg,0
eqsgcr,GDMID,eq,sg,0
eqsgcr,GEOID,eq,sg,0
eqsgcr,GWD,eq,sg,0
eqsgcr,LAND,eq,sg,0
eqsgcr,LANDCV,eq,sg,0
eqsgcr,LANDUNC,eq,sg,0
eqsgcr,LIQ,eq,sg,0
eqsgcr,LIQCV,eq,sg,0
eqsgcr,LIQUNC,eq,sg,0
eqsgcr,N160CS,eq,sg,0
eqsgcr,NDVI,eq,sg,0
eqsgcr,PHI,eq,sg,0
eqsgcr,PRECIP,eq,sg,0
eqsgcr,ROUGH,eq,sg,0
eqsgcr,SLOPE,eq,sg,0
eqsgcr,SOIL,eq,sg,0
eqsgcr,SOILPERIOD,eq,sg,0
eqsgcr,SOILPEROIDUNC,eq,sg,0
eqsgcr,SOILTHICKNESS,eq,sg,0
eqsgcr,SOILUNC,eq,sg,0
eqsgcr,SOILVS,eq,sg,0
eqsgcr,T15,eq,sg,0
eqsgcr,TOPO,eq,sg,0
eqsgcr,WFF,eq,sg,0
eqsgcy,BASINID,eq,sg,0
eqsgcy,COHES,eq,sg,0
eqsgcy,CRITD,eq,sg,0
eqsgcy,CTI,eq,sg,0
eqsgcy,DC,eq,sg,0
eqsgcy,DI,eq,sg,0
eqsgcy,DISTRIV,eq,sg,0
eqsgcy,ELEV,eq,sg,0
eqsgcy,EQBI,eq,sg,0
eqsgcy,FIRE,eq,sg,0
eqsgcy,FIRE1,eq,sg,0
eqsgcy,FIRE2,eq,sg,0
eqsgcy,FIRE3,eq,sg,0
eqsgcy,FIRE4,eq,sg,0
eqsgcy,FIRE5,eq,sg,0
eqsgcy,FIRE6,eq,sg,0
eqsgcy,FIRE7,eq,sg,0
eqsgcy,FIRE8,eq,sg,0
eqsgcy,FIREUNC,eq,sg,0
eqsgcy,GDMID,eq,sg,0
eqsgcy,GEOID,eq,sg,0
eqsgcy,GWD,eq,sg,0
eqsgcy,LAND,eq,sg,0
eqsgcy,LANDCV,eq,sg,0
eqsgcy,LANDUNC,eq,sg,0
eqsgcy,LIQ,eq,sg,0
eqsgcy,LIQCV,eq,sg,0
eqsgcy,LIQUNC,eq,sg,0
eqsgcy,N160CS,eq,sg,0
eqsgcy,NDVI,eq,sg,0
eqsgcy,PHI,eq,sg,0
eqsgcy,PRECIP,eq,sg,0
eqsgcy,ROUGH,eq,sg,0
eqsgcy,SLOPE,eq,sg,0
eqsgcy,SOIL,eq,sg,0
eqsgcy,SOILPERIOD,eq,sg,0
eqsgcy,SOILPEROIDUNC,eq,sg,0
eqsgcy,SOILTHICKNESS,eq,sg,0
eqsgcy,SOILUNC,eq,sg,0
eqsgcy,SOILVS,eq,sg,0
eqsgcy,STATECODE,eq,sg,0
eqsgcy,T15,eq,sg,0
eqsgcy,TOPO,eq,sg,0
eqsgcy,WFF,eq,sg,0
eqsgdt,BASINID,eq,sg,0
eqsgdt,COHES,eq,sg,0
eqsgdt,CRITD,eq,sg,0
eqsgdt,CTI,eq,sg,0
eqsgdt,DC,eq,sg,0
eqsgdt,DI,eq,sg,0
eqsgdt,DISTRIV,eq,sg,0
eqsgdt,ELEV,eq,sg,0
eqsgdt,EQBI,eq,sg,0
eqsgdt,FIRE,eq,sg,0
eqsgdt,FIRE1,eq,sg,0
eqsgdt,FIRE2,eq,sg,0
eqsgdt,FIRE3,eq,sg,0
eqsgdt,FIRE4,eq,sg,0
eqsgdt,FIRE5,eq,sg,0
eqsgdt,FIRE6,eq,sg,0
eqsgdt,FIRE7,eq,sg,0
eqsgdt,FIRE8,eq,sg,0
eqsgdt,FIREUNC,eq,sg,0
eqsgdt,GDMID,eq,sg,0
eqsgdt,GEOID,eq,sg,0
eqsgdt,GWD,eq,sg,0
eqsgdt,LAND,eq,sg,0
eqsgdt,LANDCV,eq,sg,0
eqsgdt,LANDUNC,eq,sg,0
eqsgdt,LIQ,eq,sg,0
eqsgdt,LIQCV,eq,sg,0
eqsgdt,LIQUNC,eq,sg,0
eqsgdt,N160CS,eq,sg,0
eqsgdt,NDVI,eq,sg,0
eqsgdt,PHI,eq,sg,0
eqsgdt,PRECIP,eq,sg,0
eqsgdt,ROUGH,eq,sg,0
eqsgdt,SLOPE,eq,sg,0
eqsgdt,SOIL,eq,sg,0
eqsgdt,SOILPERIOD,eq,sg,0
eqsgdt,SOILPEROIDUNC,eq,sg,0
eqsgdt,SOILTHICKNESS,eq,sg,0
eqsgdt,SOILUNC,eq,sg,0
eqsgdt,SOILVS,eq,sg,0
eqsgdt,STATECODE,eq,sg,0
eqsgdt,T15,eq,sg,0
eqsgdt,TOPO,eq,sg,0
eqsgdt,WFF,eq,sg,0
eqsgvrg_geoid,STATECODE,eq,sg,0
eqsgvrg_geoid,VRGHAZARD,eq,sg,0
eqsgvrgland,COHES,eq,sg,0
eqsgvrgland,GEOID,eq,sg,0
eqsgvrgland,HAZ,eq,sg,0
eqsgvrgland,HAZUNC,eq,sg,0
eqsgvrgland,LANDCV,eq,sg,0
eqsgvrgland,NDVI,eq,sg,0
eqsgvrgland,PHI,eq,sg,0
eqsgvrgland,ROUGH,eq,sg,0
eqsgvrgliq,CRITD,eq,sg,0
eqsgvrgliq,DC,eq,sg,0
eqsgvrgliq,DI,eq,sg,0
eqsgvrgliq,DISTRIV,eq,sg,0
eqsgvrgliq,GEOID,eq,sg,0
eqsgvrgliq,HAZ,eq,sg,0
eqsgvrgliq,HAZUNC,eq,sg,0
eqsgvrgliq,LIQCV,eq,sg,0
eqsgvrgliq,N160CS,eq,sg,0
eqsgvrgliq,T15,eq,sg,0
eqsgvrgliq,WFF,eq,sg,0
eqsgvrgsoil,GEOID,eq,sg,0
eqsgvrgsoil,HAZ,eq,sg,0
eqsgvrgsoil,HAZUNC,eq,sg,0
eqsicr,BASINID,eq,si,0
eqsicr,COHES,eq,si,0
eqsicr,CRITD,eq,si,0
eqsicr,CTI,eq,si,0
eqsicr,DC,eq,si,0
eqsicr,DI,eq,si,0
eqsicr,DISTRIV,eq,si,0
eqsicr,ELEV,eq,si,0
eqsicr,EQBI,eq,si,0
eqsicr,FIRE,eq,si,0
eqsicr,FIRE1,eq,si,0
eqsicr,FIRE2,eq,si,0
eqsicr,FIRE3,eq,si,0
eqsicr,FIRE4,eq,si,0
eqsicr,FIRE5,eq,si,0
eqsicr,FIRE6,eq,si,0
eqsicr,FIRE7,eq,si,0
eqsicr,FIRE8,eq,si,0
eqsicr,FIREUNC,eq,si,0
eqsicr,GDMID,eq,si,0
eqsicr,GEOID,eq,si,0
eqsicr,GWD,eq,si,0
eqsicr,LAND,eq,si,0
eqsicr,LANDCV,eq,si,0
eqsicr,LANDUNC,eq,si,0
eqsicr,LIQ,eq,si,0
eqsicr,LIQCV,eq,si,0
eqsicr,LIQUNC,eq,si,0
eqsicr,N160CS,eq,si,0
eqsicr,NDVI,eq,si,0
eqsicr,PHI,eq,si,0
eqsicr,PRECIP,eq,si,0
eqsicr,ROUGH,eq,si,0
eqsicr,SLOPE,eq,si,0
eqsicr,SOIL,eq,si,0
eqsicr,SOILPERIOD,eq,si,0
eqsicr,SOILPEROIDUNC,eq,si,0
eqsicr,SOILTHICKNESS,eq,si,0
eqsicr,SOILUNC,eq,si,0
eqsicr,SOILVS,eq,si,0
eqsicr,T15,eq,si,0
eqsicr,TOPO,eq,si,0
eqsicr,WFF,eq,si,0
eqsicy,BASINID,eq,si,0
eqsicy,COHES,eq,si,0
eqsicy,CRITD,eq,si,0
eqsicy,CTI,eq,si,0
eqsicy,DC,eq,si,0
eqsicy,DI,eq,si,0
eqsicy,DISTRIV,eq,si,0
eqsicy,ELEV,eq,si,0
eqsicy,EQBI,eq,si,0
eqsicy,FIRE,eq,si,0
eqsicy,FIRE1,eq,si,0
eqsicy,FIRE2,eq,si,0
eqsicy,FIRE3,eq,si,0
eqsicy,FIRE4,eq,si,0
eqsicy,FIRE5,eq,si,0
eqsicy,FIRE6,eq,si,0
eqsicy,FIRE7,eq,si,0
eqsicy,FIRE8,eq,si,0
eqsicy,FIREUNC,eq,si,0
eqsicy,GDMID,eq,si,0
eqsicy,GEOID,eq,si,0
eqsicy,GWD,eq,si,0
eqsicy,LAND,eq,si,0
eqsicy,LANDCV,eq,si,0
eqsicy,LANDUNC,eq,si,0
eqsicy,LIQ,eq,si,0
eqsicy,LIQCV,eq,si,0
eqsicy,LIQUNC,eq,si,0
eqsicy,N160CS,eq,si,0
eqsicy,NDVI,eq,si,0
eqsicy,PHI,eq,si,0
eqsicy,PRECIP,eq,si,0
eqsicy,ROUGH,eq,si,0
eqsicy,SLOPE,eq,si,0
eqsicy,SOIL,eq,si,0
eqsicy,SOILPERIOD,eq,si,0
eqsicy,SOILPEROIDUNC,eq,si,0
eqsicy,SOILTHICKNESS,eq,si,0
eqsicy,SOILUNC,eq,si,0
eqsicy,SOILVS,eq,si,0
eqsicy,STATECODE,eq,si,0
eqsicy,T15,eq,si,0
eqsicy,TOPO,eq,si,0
eqsicy,WFF,eq,si,0
eqsidt,BASINID,eq,si,0
eqsidt,COHES,eq,si,0
eqsidt,CRITD,eq,si,0
eqsidt,CTI,eq,si,0
eqsidt,DC,eq,si,0
eqsidt,DI,eq,si,0
eqsidt,DISTRIV,eq,si,0
eqsidt,ELEV,eq,si,0
eqsidt,EQBI,eq,si,0
eqsidt,FIRE,eq,si,0
eqsidt,FIRE1,eq,si,0
eqsidt,FIRE2,eq,si,0
eqsidt,FIRE3,eq,si,0
eqsidt,FIRE4,eq,si,0
eqsidt,FIRE5,eq,si,0
eqsidt,FIRE6,eq,si,0
eqsidt,FIRE7,eq,si,0
eqsidt,FIRE8,eq,si,0
eqsidt,FIREUNC,eq,si,0
eqsidt,GDMID,eq,si,0
eqsidt,GEOID,eq,si,0
eqsidt,GWD,eq,si,0
eqsidt,LAND,eq,si,0
eqsidt,LANDCV,eq,si,0
eqsidt,LANDUNC,eq,si,0
eqsidt,LIQ,eq,si,0
eqsidt,LIQCV,eq,si,0
eqsidt,LIQUNC,eq,si,0
eqsidt,N160CS,eq,si,0
eqsidt,NDVI,eq,si,0
eqsidt,PHI,eq,si,0
eqsidt,PRECIP,eq,si,0
eqsidt,ROUGH,eq,si,0
eqsidt,SLOPE,eq,si,0
eqsidt,SOIL,eq,si,0
eqsidt,SOILPERIOD,eq,si,0
eqsidt,SOILPEROIDUNC,eq,si,0
eqsidt,SOILTHICKNESS,eq,si,0
eqsidt,SOILUNC,eq,si,0
eqsidt,SOILVS,eq,si,0
eqsidt,STATECODE,eq,si,0
eqsidt,T15,eq,si,0
eqsidt,TOPO,eq,si,0
eqsidt,WFF,eq,si,0
eqsipc,BASINID,eq,si,0
eqsipc,COHES,eq,si,0
eqsipc,CRITD,eq,si,0
eqsipc,CTI,eq,si,0
eqsipc,DC,eq,si,0
eqsipc,DI,eq,si,0
eqsipc,DISTRIV,eq,si,0
eqsipc,ELEV,eq,si,0
eqsipc,EQBI,eq,si,0
eqsipc,FIRE,eq,si,0
eqsipc,FIRE1,eq,si,0
eqsipc,FIRE2,eq,si,0
eqsipc,FIRE3,eq,si,0
eqsipc,FIRE4,eq,si,0
eqsipc,FIRE5,eq,si,0
eqsipc,FIRE6,eq,si,0
eqsipc,FIRE7,eq,si,0
eqsipc,FIRE8,eq,si,0
eqsipc,FIREUNC,eq,si,0
eqsipc,GDMID,eq,si,0
eqsipc,GEOID,eq,si,0
eqsipc,GWD,eq,si,0
eqsipc,LAND,eq,si,0
eqsipc,LANDCV,eq,si,0
eqsipc,LANDUNC,eq,si,0
eqsipc,LIQ,eq,si,0
eqsipc,LIQCV,eq,si,0
eqsipc,LIQUNC,eq,si,0
eqsipc,N160CS,eq,si,0
eqsipc,NDVI,eq,si,0
eqsipc,PHI,eq,si,0
eqsipc,PRECIP,eq,si,0
eqsipc,ROUGH,eq,si,0
eqsipc,SLOPE,eq,si,0
eqsipc,SOIL,eq,si,0
eqsipc,SOILPERIOD,eq,si,0
eqsipc,SOILPEROIDUNC,eq,si,0
eqsipc,SOILTHICKNESS,eq,si,0
eqsipc,SOILUNC,eq,si,0
eqsipc,SOILVS,eq,si,0
eqsipc,STATECODE,eq,si,0
eqsipc,T15,eq,si,0
eqsipc,TOPO,eq,si,0
eqsipc,WFF,eq,si,0
eqsist,BASINID,eq,si,0
eqsist,COHES,eq,si,0
eqsist,CRITD,eq,si,0
eqsist,CTI,eq,si,0
eqsist,DC,eq,si,0
eqsist,DI,eq,si,0
eqsist,DISTRIV,eq,si,0
eqsist,ELEV,eq,si,0
eqsist,EQBI,eq,si,0
eqsist,FIRE,eq,si,0
eqsist,FIRE1,eq,si,0
eqsist,FIRE2,eq,si,0
eqsist,FIRE3,eq,si,0
eqsist,FIRE4,eq,si,0
eqsist,FIRE5,eq,si,0
eqsist,FIRE6,eq,si,0
eqsist,FIRE7,eq,si,0
eqsist,FIRE8,eq,si,0
eqsist,FIREUNC,eq,si,0
eqsist,GDMID,eq,si,0
eqsist,GEOID,eq,si,0
eqsist,GWD,eq,si,0
eqsist,LAND,eq,si,0
eqsist,LANDCV,eq,si,0
eqsist,LANDUNC,eq,si,0
eqsist,LIQ,eq,si,0
eqsist,LIQCV,eq,si,0
eqsist,LIQUNC,eq,si,0
eqsist,N160CS,eq,si,0
eqsist,NDVI,eq,si,0
eqsist,PHI,eq,si,0
eqsist,PRECIP,eq,si,0
eqsist,ROUGH,eq,si,0
eqsist,SLOPE,eq,si,0
eqsist,SOIL,eq,si,0
eqsist,SOILPERIOD,eq,si,0
eqsist,SOILPEROIDUNC,eq,si,0
eqsist,SOILTHICKNESS,eq,si,0
eqsist,SOILUNC,eq,si,0
eqsist,SOILVS,eq,si,0
eqsist,T15,eq,si,0
eqsist,TOPO,eq,si,0
eqsist,WFF,eq,si,0
eqsivrg_geoid,STATECODE,eq,si,0
eqsivrg_geoid,VRGHAZARD,eq,si,0
eqsivrgliq,CRITD,eq,si,0
eqsivrgliq,DC,eq,si,0
eqsivrgliq,DI,eq,si,0
eqsivrgliq,DISTRIV,eq,si,0
eqsivrgliq,GEOID,eq,si,0
eqsivrgliq,HAZ,eq,si,0
eqsivrgliq,HAZUNC,eq,si,0
eqsivrgliq,LIQCV,eq,si,0
eqsivrgliq,N160CS,eq,si,0
eqsivrgliq,T15,eq,si,0
eqsivrgliq,WFF,eq,si,0
eqsivrgsoil,GEOID,eq,si,0
eqsivrgsoil,HAZ,eq,si,0
eqsivrgsoil,HAZUNC,eq,si,0
eqsvcr,BASINID,eq,sv,0
eqsvcr,COHES,eq,sv,0
eqsvcr,CRITD,eq,sv,0
eqsvcr,CTI,eq,sv,0
eqsvcr,DC,eq,sv,0
eqsvcr,DI,eq,sv,0
eqsvcr,DISTRIV,eq,sv,0
eqsvcr,ELEV,eq,sv,0
eqsvcr,EQBI,eq,sv,0
eqsvcr,FIRE,eq,sv,0
eqsvcr,FIRE1,eq,sv,0
eqsvcr,FIRE2,eq,sv,0
eqsvcr,FIRE3,eq,sv,0
eqsvcr,FIRE4,eq,sv,0
eqsvcr,FIRE5,eq,sv,0
eqsvcr,FIRE6,eq,sv,0
eqsvcr,FIRE7,eq,sv,0
eqsvcr,FIRE8,eq,sv,0
eqsvcr,FIREUNC,eq,sv,0
eqsvcr,GDMID,eq,sv,0
eqsvcr,GEOID,eq,sv,0
eqsvcr,GWD,eq,sv,0
eqsvcr,LAND,eq,sv,0
eqsvcr,LANDCV,eq,sv,0
eqsvcr,LANDUNC,eq,sv,0
eqsvcr,LIQ,eq,sv,0
eqsvcr,LIQCV,eq,sv,0
eqsvcr,LIQUNC,eq,sv,0
eqsvcr,N160CS,eq,sv,0
eqsvcr,NDVI,eq,sv,0
eqsvcr,PHI,eq,sv,0
eqsvcr,PRECIP,eq,sv,0
eqsvcr,ROUGH,eq,sv,0
eqsvcr,SLOPE,eq,sv,0
eqsvcr,SOIL,eq,sv,0
eqsvcr,SOILPERIOD,eq,sv,0
eqsvcr,SOILPEROIDUNC,eq,sv,0
eqsvcr,SOILTHICKNESS,eq,sv,0
eqsvcr,SOILUNC,eq,sv,0
eqsvcr,SOILVS,eq,sv,0
eqsvcr,T15,eq,sv,0
eqsvcr,TOPO,eq,sv,0
eqsvcr,WFF,eq,sv,0
eqsvdt,BASINID,eq,sv,0
eqsvdt,COHES,eq,sv,0
eqsvdt,CRITD,eq,sv,0
eqsvdt,CTI,eq,sv,0
eqsvdt,DC,eq,sv,0
eqsvdt,DI,eq,sv,0
eqsvdt,DISTRIV,eq,sv,0
eqsvdt,ELEV,eq,sv,0
eqsvdt,EQBI,eq,sv,0
eqsvdt,FIRE,eq,sv,0
eqsvdt,FIRE1,eq,sv,0
eqsvdt,FIRE2,eq,sv,0
eqsvdt,FIRE3,eq,sv,0
eqsvdt,FIRE4,eq,sv,0
eqsvdt,FIRE5,eq,sv,0
eqsvdt,FIRE6,eq,sv,0
eqsvdt,FIRE7,eq,sv,0
eqsvdt,FIRE8,eq,sv,0
eqsvdt,FIREUNC,eq,sv,0
eqsvdt,GDMID,eq,sv,0
eqsvdt,GEOID,eq,sv,0
eqsvdt,GWD,eq,sv,0
eqsvdt,LAND,eq,sv,0
eqsvdt,LANDCV,eq,sv,0
eqsvdt,LANDUNC,eq,sv,0
eqsvdt,LIQ,eq,sv,0
eqsvdt,LIQCV,eq,sv,0
eqsvdt,LIQUNC,eq,sv,0
eqsvdt,N160CS,eq,sv,0
eqsvdt,NDVI,eq,sv,0
eqsvdt,PHI,eq,sv,0
eqsvdt,PRECIP,eq,sv,0
eqsvdt,ROUGH,eq,sv,0
eqsvdt,SLOPE,eq,sv,0
eqsvdt,SOIL,eq,sv,0
eqsvdt,SOILPERIOD,eq,sv,0
eqsvdt,SOILPEROIDUNC,eq,sv,0
eqsvdt,SOILTHICKNESS,eq,sv,0
eqsvdt,SOILUNC,eq,sv,0
eqsvdt,SOILVS,eq,sv,0
eqsvdt,STATECODE,eq,sv,0
eqsvdt,T15,eq,sv,0
eqsvdt,TOPO,eq,sv,0
eqsvdt,WFF,eq,sv,0
eqsvst,BASINID,eq,sv,0
eqsvst,COHES,eq,sv,0
eqsvst,CRITD,eq,sv,0
eqsvst,CTI,eq,sv,0
eqsvst,DC,eq,sv,0
eqsvst,DI,eq,sv,0
eqsvst,DISTRIV,eq,sv,0
eqsvst,ELEV,eq,sv,0
eqsvst,EQBI,eq,sv,0
eqsvst,FIRE,eq,sv,0
eqsvst,FIRE1,eq,sv,0
eqsvst,FIRE2,eq,sv,0
eqsvst,FIRE3,eq,sv,0
eqsvst,FIRE4,eq,sv,0
eqsvst,FIRE5,eq,sv,0
eqsvst,FIRE6,eq,sv,0
eqsvst,FIRE7,eq,sv,0
eqsvst,FIRE8,eq,sv,0
eqsvst,FIREUNC,eq,sv,0
eqsvst,GDMID,eq,sv,0
eqsvst,GEOID,eq,sv,0
eqsvst,GWD,eq,sv,0
eqsvst,LAND,eq,sv,0
eqsvst,LANDCV,eq,sv,0
eqsvst,LANDUNC,eq,sv,0
eqsvst,LIQ,eq,sv,0
eqsvst,LIQCV,eq,sv,0
eqsvst,LIQUNC,eq,sv,0
eqsvst,N160CS,eq,sv,0
eqsvst,NDVI,eq,sv,0
eqsvst,PHI,eq,sv,0
eqsvst,PRECIP,eq,sv,0
eqsvst,ROUGH,eq,sv,0
eqsvst,SLOPE,eq,sv,0
eqsvst,SOIL,eq,sv,0
eqsvst,SOILPERIOD,eq,sv,0
eqsvst,SOILPEROIDUNC,eq,sv,0
eqsvst,SOILTHICKNESS,eq,sv,0
eqsvst,SOILUNC,eq,sv,0
eqsvst,SOILVS,eq,sv,0
eqsvst,T15,eq,sv,0
eqsvst,TOPO,eq,sv,0
eqsvst,WFF,eq,sv,0
eqsvvrg_geoid,STATECODE,eq,sv,0
eqsvvrg_geoid,VRGHAZARD,eq,sv,0
eqsvvrgliq,CRITD,eq,sv,0
eqsvvrgliq,DC,eq,sv,0
eqsvvrgliq,DI,eq,sv,0
eqsvvrgliq,DISTRIV,eq,sv,0
eqsvvrgliq,GEOID,eq,sv,0
eqsvvrgliq,HAZ,eq,sv,0
eqsvvrgliq,HAZUNC,eq,sv,0
eqsvvrgliq,LIQCV,eq,sv,0
eqsvvrgliq,N160CS,eq,sv,0
eqsvvrgliq,T15,eq,sv,0
eqsvvrgliq,WFF,eq,sv,0
eqsvvrgsoil,GEOID,eq,sv,0
eqsvvrgsoil,HAZ,eq,sv,0
eqsvvrgsoil,HAZUNC,eq,sv,0
eqthcr,BASINID,eq,th,0
eqthcr,COHES,eq,th,0
eqthcr,CRITD,eq,th,0
eqthcr,CTI,eq,th,0
eqthcr,DC,eq,th,0
eqthcr,DI,eq,th,0
eqthcr,DISTRIV,eq,th,0
eqthcr,ELEV,eq,th,0
eqthcr,EQBI,eq,th,0
eqthcr,FIRE,eq,th,0
eqthcr,FIRE1,eq,th,0
eqthcr,FIRE2,eq,th,0
eqthcr,FIRE3,eq,th,0
eqthcr,FIRE4,eq,th,0
eqthcr,FIRE5,eq,th,0
eqthcr,FIRE6,eq,th,0
eqthcr,FIRE7,eq,th,0
eqthcr,FIRE8,eq,th,0
eqthcr,FIREUNC,eq,th,0
eqthcr,GDMID,eq,th,0
eqthcr,GEOID,eq,th,0
eqthcr,GWD,eq,th,0
eqthcr,LAND,eq,th,0
eqthcr,LANDCV,eq,th,0
eqthcr,LANDUNC,eq,th,0
eqthcr,LIQ,eq,th,0
eqthcr,LIQCV,eq,th,0
eqthcr,LIQUNC,eq,th,0
eqthcr,N160CS,eq,th,0
eqthcr,NDVI,eq,th,0
eqthcr,PHI,eq,th,0
eqthcr,PRECIP,eq,th,0
